Identifier	Character	Dialogue	Filename	Line Number
act2_scene17_ebcf5969	narration	You write her an email, telling her dryly that her request is rejected.	game/scripts/act2.rpy	651
act2_scene17_dbb452dd	thinking	What a terrible day	game/scripts/act2.rpy	653
act2_scene18_e246da7b	narration	You’ve sent an email to inform everyone about Giti’s promotion, not forgetting to send a copy to M. Gopinath.{p} Bapat and Donatello, have stormed into your office several times since then, trying to prove their point, but you’re the HR Manager, and with M. Gopinath, and the new CEO away, there’s nothing they can do.{p} You surmise that M. Gopinath won’t be happy, and hope that the new CEO will understand your position. Time will tell.	game/scripts/act2.rpy	660
act2_scene19_684f632f	narration	A few hours later, someone knocks at your door, and hands you a piece of paper before leaving.{p} The paper bears several stamps, and signs, a subpoena.	game/scripts/act2.rpy	669
act2_scene19_dd86dbd0	narration	Giti has decided to sue on the basis of Denial of Equal Opportunity, which has the same legal consequences as harassment.{p} The subpoena mentions a constant pattern of exclusion, and several witnesses.{p} Further, she asks for damages for the last three years’ overtime, and increased responsibilities without compensation, and requests the court to enforce the promotion she’s been asking in vain.	game/scripts/act2.rpy	672
act2_scene19_4e811c7b	thinking	Looks like she's been prepared all along.	game/scripts/act2.rpy	676
act2_scene20_fd82f1b1	narration	You call Giti to your office.	game/scripts/act2.rpy	689
act2_scene20_f1f2ba57	narration	Once she's sat, you begin.	game/scripts/act2.rpy	693
act2_scene20_afa611d3		I have decided to approve your promotion request, Giti.	game/scripts/act2.rpy	695
act2_scene20_899c15bc	giti	It's only fair, Abhay Sir.	game/scripts/act2.rpy	697
act2_scene20_7bd2b1a4		So you will drop this case, won’t you?	game/scripts/act2.rpy	699
act2_scene20_0152a85c	giti	Yes, Sir, I only want the promotion I should have had long ago.	game/scripts/act2.rpy	701
act2_scene20_eddd2465		Well, you have it.	game/scripts/act2.rpy	703
act2_scene20_210b4822		Please send me the acknowledgement of cancellation for the case, and I will promote you as I said.	game/scripts/act2.rpy	705
act2_scene20_e0945cc3	giti	No, Abhay Sir, {nw=0.5}{nw}you need to sign the promotion in counterpart with my Lawyer so that we are sure that it happens, and is registered.	game/scripts/act2.rpy	707
act2_scene20_e5210aab	giti	At the same time, he will sign the cancellation in front of you, and provide you with the acknowledgement.	game/scripts/act2.rpy	709
act2_scene20_d49567bf	thinking	She has obviously studied this.	game/scripts/act2.rpy	711
act2_scene20_04d259f7		Okay, okay, kindly plan this meeting after working hours, and make it happen quick.	game/scripts/act2.rpy	713
act2_scene21_77afa3f4	narration	If there’s something the company’s Lawyer should be able to help you with, it’s dealing with a subpoena.	game/scripts/act2.rpy	720
act2_scene21_a5ffcd16	narration	If you go to the court, he will be the one defending you after all.	game/scripts/act2.rpy	722
act2_scene21_f2a8124f	narration	You write him, explaining the situation, and joining a scanned copy of the subpoena. He answers almost immediately.	game/scripts/act2.rpy	724
act2_scene21_5f5d01e7	email	rajkumarrajkumarltd@gmail.com To: abhay.chandrakant@cryptaloo.in Re: Subpoena/Giti Shaikh Dear M. Chandrakant, So far, all that we know is that Mrs. Shaikh Giti is suing the company on the basis of the Denial of Equal Opportunity. She says that she has collected proofs, but we have not seen these proofs as yet, and we might be in a position to challenge them if they seem weak. Only then will I know what our chances to win the trial are, and if they seem low, to open negotiations with her. If, from your position you can gather already that she will have a decent amount of solid proof, I advise you to promote her so that you can avoid paying for the damages she requests. If this isn’t the case, I advise you to proceed so that we can see what she has, and take appropriate action. Yours truly, M. Rajkumar Rajkumar & Rajkumar Ltd.	game/scripts/act2.rpy	726
act2_scene21_ab9a3b5a	thinking	It's time to take my decision.	game/scripts/act2.rpy	735
act2_scene22_1f9f3294	narration	You don’t even answer her. One simply doesn’t threaten the HR Manager.	game/scripts/act2.rpy	744
act2_scene23_938fbf67	narration	You can’t fire Giti because she sues the company, that in itself would open a whole new case against you so she stays, brooding, waiting for the trial.{p} he atmosphere of the office changes, there’s no more friendly banter now.{p} Bapat and Donatello are obviously on your side, you’re part of their gang now.{p}	game/scripts/act2.rpy	747
act2_scene23_9e8be2d9	narration	Surely, the new CEO will surely know how to handle a court case better than you, and everything will be fine again.	game/scripts/act2.rpy	751
act3_67e4e6b2	narration	Everybody’s at lunch, gathered together in the small canteen.	game/scripts/act3.rpy	22
act3_de875fd2	narration	You unpack your lunchbox, and share around the delicious parathas you find inside before starting to eat.{p} The last events have taken their toll, and the atmosphere is rather uneasy.	game/scripts/act3.rpy	24
act3_cb7437f3	thinking	People don't like change.	game/scripts/act3.rpy	27
act3_999ccaef	narration	Priyanka and Manali’s jokes are most welcome today, lifting up the mood a bit.	game/scripts/act3.rpy	29
act3_071bf5af	priyanka	...And then, he turned around and said, “Are you sure these are your trousers?”	game/scripts/act3.rpy	31
act3_b4ed96f6	narration	Manali bursts into laughter, almost tipping her glass over.	game/scripts/act3.rpy	33
act3_b6250660	manali	So he's not the one, I gues, Priyanka?	game/scripts/act3.rpy	35
act3_e81e86d7	priyanka	Definitely not the one.	game/scripts/act3.rpy	37
act3_ba03c2be	manali	Well, he sounds funny at least. Is your husband funny, Giti?	game/scripts/act3.rpy	39
act3_107d1768	narration	They both laugh.	game/scripts/act3.rpy	41
act3_f425a8aa	giti	Shoo, you girls, what a racket you're making today!	game/scripts/act3.rpy	43
act3_fb712527	priyanka	Come one, Giti, everybody’s married except us, we are entitled to our fun!	game/scripts/act3.rpy	45
act3_4939225c	bapat	Not everyone!	game/scripts/act3.rpy	47
act3_a2b0ac95	priyanka	!	game/scripts/act3.rpy	49
act3_145dc212	giti	!	game/scripts/act3.rpy	51
act3_cc0e9bdc	manali	!	game/scripts/act3.rpy	53
act3_bbee5e14	bapat	Donatello is a bachelor as well!	game/scripts/act3.rpy	55
act3_8913f4a4	donatello	...!	game/scripts/act3.rpy	57
act3_b2144e25	manali	Is it true, Donald?	game/scripts/act3.rpy	59
act3_354dced6	donatello	...	game/scripts/act3.rpy	61
act3_209fbbc5	narration	Donatello wipes his mouth with a napkin, and stares into the void a little too long before answering.	game/scripts/act3.rpy	63
act3_1244e757	donatello	I am a bachelor, yes.	game/scripts/act3.rpy	65
act3_af738631	priyanka	How come?!	game/scripts/act3.rpy	67
act3_281c6549	priyanka	You have a good job and all, why aren't you married?	game/scripts/act3.rpy	69
act3_6774a8cf	bapat	Yes, {i}why{/i}?	game/scripts/act3.rpy	71
act3_354dced6_1	donatello	...	game/scripts/act3.rpy	75
act3_bf9ca5a7	manali	Maybe he hasn't found the one true love?	game/scripts/act3.rpy	79
act3_23ee0039	bapat	Or maybe he can't tell...	game/scripts/act3.rpy	83
act3_28d0d428	priyanka	We were joking, Bapat, don't be your usual downer!	game/scripts/act3.rpy	87
act3_1d343ff9	bapat	I am joking too! {i}Hahaha!{/i}	game/scripts/act3.rpy	91
act3_354dced6_2	donatello	...	game/scripts/act3.rpy	95
act3_7c1ea086	narration	Donatello leaves the table, heading to the sink with his plate, shortly followed by Bapat.	game/scripts/act3.rpy	97
act3_de3102a3	thinking	Here comes trouble...	game/scripts/act3.rpy	99
act3_scene2_56c695c6	narration	You see Bapat and Donatello whispering furiously to each other near the sink. From the sound of it, their conversation doesn't seem especially friendly.	game/scripts/act3.rpy	106
act3_scene2_e5e1c442	thinking	Maybe I should let them be...	game/scripts/act3.rpy	108
act3_scene3_c60ffbcf	bapat	I was going to pay, yes.	game/scripts/act3.rpy	119
act3_scene3_1bf4ad9a	bapat	But no longer.	game/scripts/act3.rpy	121
act3_scene3_b020eeb7	donatello	What are you talking about?	game/scripts/act3.rpy	127
act3_scene3_f4115bba	donatello	Of course you will give me the money back, Bapat, or I will-	game/scripts/act3.rpy	129
act3_scene3_660dce20	bapat	You will nothing.	game/scripts/act3.rpy	133
act3_scene3_0fecef7a	narration	Bapat takes his cell phone out of his pocket.	game/scripts/act3.rpy	135
act3_scene3_f8309d28	donatello	And why is that?	game/scripts/act3.rpy	139
act3_scene3_7c7bce81	bapat	You just look at this.	game/scripts/act3.rpy	143
act3_scene3_b72d9e5b	narration	Bapat shows his phone to Donatello.	game/scripts/act3.rpy	145
act3_scene3_07ac2df6	donatello	...{b}!{/b}	game/scripts/act3.rpy	149
act3_scene3_ac28f6de	donatello	Where did you get this?!	game/scripts/act3.rpy	153
act3_scene3_9b7e88c2	bapat	Ah, ah, interested now?	game/scripts/act3.rpy	161
act3_scene3_ec1bb79f	bapat	I've taken a picture of your computer, you've left your email open, Donald.	game/scripts/act3.rpy	163
act3_scene3_03990b63	bapat	or should I say... {i}Daisy{/}?	game/scripts/act3.rpy	165
act3_scene3_075eabc3	donatello	Are you threatening me for real?	game/scripts/act3.rpy	169
act3_scene3_85849f95	bapat	Oh I am{w=0.5}, yes I am, either you support my decisions, or I tell everyone.	game/scripts/act3.rpy	175
act3_scene3_585557a6	bapat	How would you like it, the whole office knowing?	game/scripts/act3.rpy	177
act3_scene3_0cccfeb2	bapat	I can almost hear them already.	game/scripts/act3.rpy	181
act3_scene3_d2ca9bf8		{i}Ahem.{/i}	game/scripts/act3.rpy	183
act3_scene3_c6ebf4af	bapat	!	game/scripts/act3.rpy	185
act3_scene3_369c0148	donatello	!	game/scripts/act3.rpy	189
act3_scene3_d1a12cbb		Knowing {i}what{/i}?	game/scripts/act3.rpy	191
act3_scene3_de4f5c6e	bapat	Nothing, Abhay, it's nothing.	game/scripts/act3.rpy	195
act3_scene3_8536947a	bapat	Professional stuff, corporate stuff, high-level.	game/scripts/act3.rpy	197
act3_scene3_3facd64b		Indeed.	game/scripts/act3.rpy	199
act3_scene3_7311b94a		Is there anything you'd like to report to me, Donatello?	game/scripts/act3.rpy	201
act3_scene3_bc6e55ac	donatello	No, Abhay, no, it's nothing.	game/scripts/act3.rpy	205
act3_scene3_998ae948		We'll see about that.	game/scripts/act3.rpy	207
act3_scene3_cc4fd078	narration	You leave the room.	game/scripts/act3.rpy	211
act3_scene3_e9c5f8dc	thinking	This is definitely suspicious to say the least.	game/scripts/act3.rpy	213
act3_scene4_0fe0e735	narration	You’re not supposed to be spying on the employees, so you walk away, and let them sort out whatever it is they need to sort out among themselves.{p} The rest of the day is uneventful though you can’t dismiss the feeling that you’ve missed something important no matter how hard you try to shrug it off.	game/scripts/act3.rpy	222
act3_scene4_683abf9c	narration	The next day, just before lunch break, Donatello asks to see you.	game/scripts/act3.rpy	227
act3_scene4_e7b203d7	narration	Since you remember the last team lunch vividly enough, you let him come into your office, and talk.	game/scripts/act3.rpy	229
act3_scene4_ccca5682	donatello	I need to tell it to everyone, Abhay.	game/scripts/act3.rpy	233
act3_scene4_fff1ff32	donatello	I don't see why I should hide, and let people like Bapat try to take advantage of me.	game/scripts/act3.rpy	235
act3_scene4_3e065365		Wait, say what? What did Bapat do?	game/scripts/act3.rpy	237
act3_scene4_497c3393	donatello	Doesn't matter, Abhay.	game/scripts/act3.rpy	239
act3_scene4_4c3ec3c0	donatello	What matters is that I need to say it, I really need.	game/scripts/act3.rpy	241
act3_scene4_73030cd6	donatello	And be able to live my life as myself, not the image I give all the time.	game/scripts/act3.rpy	243
act3_scene4_4b38d2b7		What on Earth are you talking about?	game/scripts/act3.rpy	245
act3_gay_18dd037b	donatello	I am gay, Abhay, that's why I'm not married.	game/scripts/act3.rpy	249
act3_gay_03ccc9ed		W-What?	game/scripts/act3.rpy	251
act3_gay_68a67d19		But it was only yesterday that you groped Priyanka! Are you insane?	game/scripts/act3.rpy	253
act3_gay_afab238b	donatello	That was a mask, Abhay. I was overdoing it on purpose.	game/scripts/act3.rpy	255
act3_gay_31acf36b	thinking	Just wow.	game/scripts/act3.rpy	257
act3_gay_102ceeb4		Did you even think about how she felt?	game/scripts/act3.rpy	259
act3_gay_3847ca87		You should have tried to tell her, maybe she would have helped!	game/scripts/act3.rpy	261
act3_gay_5de32bbe	donatello	You don't know Priyanka so well, Abhay, no offense but-	game/scripts/act3.rpy	263
act3_gay_7eafa853		Right. But why the hurry?	game/scripts/act3.rpy	265
act3_gay_38e3d0eb		Why do you need to shout it to the whole office, Donald?	game/scripts/act3.rpy	267
act3_gay_b8e7baf1		You're not married with these people, you don't owe them any kind of explanation.	game/scripts/act3.rpy	269
act3_gay_a51cdefa	donatello	It's not that.	game/scripts/act3.rpy	271
act3_gay_5b782b59	donatello	I feel like I'm lying to them- all the time, and to myself!	game/scripts/act3.rpy	273
act3_gay_f21eac71	donatello	Plus they already know, Abhay, it's too late for hiding.	game/scripts/act3.rpy	275
act3_gay_4fdad994	donatello	Bapat tried to use it against me, they all will, and it will be worse, better say it now!	game/scripts/act3.rpy	277
act3_gay_c69119b7	thinking	He's awfully nervous, even out of his mind.	game/scripts/act3.rpy	281
act3_gay_a6b585f7	thinking	Is this because what he's doing right now takes a lot of courage...	game/scripts/act3.rpy	283
act3_gay_c4acfa61	thinking	Or is he going mad somewhat, and just making this all up?	game/scripts/act3.rpy	285
act3_gay_4cd9354f		You should think before going ahead like that, Donald.	game/scripts/act3.rpy	287
act3_gay_7a89e505		There will be consequences, and you won't be able to take it back, and-	game/scripts/act3.rpy	289
act3_gay_13794c2a	donatello	You, of all people, I thought you would understand, Abhay!	game/scripts/act3.rpy	291
act3_gay_78dabe0b	narration	Donatello strides away in a whirlwind.	game/scripts/act3.rpy	297
act3_gay_ad69fb9f	thinking	Wait, no!	game/scripts/act3.rpy	299
act3_scene5_d112aab6	narration	You call Bapat and Donatello together into your office just before the lunch break on the next morning. Neither of them sit down. {w=0.5}Instead they both stand in front of you like naughty college students waiting for their scolding.	game/scripts/act3.rpy	314
act3_scene5_b5f940c6		I heard you threatening Donatello yesterday, Bapat	game/scripts/act3.rpy	317
act3_scene5_3523723f	bapat	Oh, Abhay, it's not like that-	game/scripts/act3.rpy	319
act3_scene5_b20aa54f		I've heard it! {w=0.5}Kindly don't insult my intelligence.	game/scripts/act3.rpy	323
act3_scene5_72992776	narration	You give him {b}the look{/b}, forehead lowered, eyes looking up straight at him like a bull.	game/scripts/act3.rpy	325
act3_scene5_0e1cd360		I don’t want to know what you’ve threatened him with, Bapat, I just-	game/scripts/act3.rpy	327
act3_scene5_8896ed45	donatello	But you will.	game/scripts/act3.rpy	333
act3_scene5_3cec61e1	bapat	...!	game/scripts/act3.rpy	335
act3_scene5_b10b614f		I beg your pardon?	game/scripts/act3.rpy	337
act3_scene5_0fa28a18	donatello	You will know because I've had enough.	game/scripts/act3.rpy	339
act3_scene5_67729e4f	donatello	 I need to tell it to everyone, Abhay, I don’t see why I should hide, and let people like Bapat try to take advantage of me.	game/scripts/act3.rpy	341
act3_scene5_555df3d4		Wait, say what?	game/scripts/act3.rpy	343
act3_scene6_242dc775	thinking	Something's not right, I can feel it in my bones.	game/scripts/act3.rpy	349
act3_scene6_a302c8ce	thinking	After all those years as a HR Manager, I've developed some kind of special sense when it comes to trouble, and trouble there is.	game/scripts/act3.rpy	351
act3_scene6_99a8d6bc	thinking	Yet, I can't really accuse Bapat without more proof than something I've overheard at the canteen.	game/scripts/act3.rpy	353
act3_scene6_62818af5	thinking	Plus, I'm not supposed to listen in on private conversations.	game/scripts/act3.rpy	355
act3_scene6_b5bda957	thinking	It's better to let it slip.	game/scripts/act3.rpy	357
act3_scene6_683abf9c	narration	The next day, just before lunch break, Donatello asks to see you.	game/scripts/act3.rpy	363
act3_scene6_e7b203d7	narration	Since you remember the last team lunch vividly enough, you let him come into your office, and talk.	game/scripts/act3.rpy	365
act3_scene6_ccca5682	donatello	I need to tell it to everyone, Abhay.	game/scripts/act3.rpy	369
act3_scene6_fff1ff32	donatello	I don't see why I should hide, and let people like Bapat try to take advantage of me.	game/scripts/act3.rpy	371
act3_scene6_3e065365		Wait, say what? What did Bapat do?	game/scripts/act3.rpy	373
act3_scene6_497c3393	donatello	Doesn't matter, Abhay.	game/scripts/act3.rpy	375
act3_scene6_4c3ec3c0	donatello	What matters is that I need to say it, I really need.	game/scripts/act3.rpy	377
act3_scene6_73030cd6	donatello	And be able to live my life as myself, not the image I give all the time.	game/scripts/act3.rpy	379
act3_scene6_4b38d2b7		What on Earth are you talking about?	game/scripts/act3.rpy	381
act3_scene7_04c53590	narration	You lean back into your chair, surprised by the turn the events have taken.	game/scripts/act3.rpy	387
act3_scene7_6f64c758	narration	A few minutes later, you start wondering where Donatello might have gone after storming out of your office, and you head to the canteen.	game/scripts/act3.rpy	389
act3_scene7_712e633c	narration	When you reach it, you hear Donatello’s shaky voice echoing in a dead silence before you open the door.	game/scripts/act3.rpy	393
act3_scene7_d682959a	donatello	... So no, I'm not married, and never will be, {w=0.5}or not to a woman.	game/scripts/act3.rpy	395
act3_scene7_649f281e	thinking	So he did it.	game/scripts/act3.rpy	397
act3_scene7_7970acc5	thinking	There's no way to predict how people will react to this.	game/scripts/act3.rpy	399
act3_scene7_79758afd	thinking	And I can't help feeling afraid of the consequences...	game/scripts/act3.rpy	401
act3_scene7_065312ff	thinking	He must be feeling the same way.	game/scripts/act3.rpy	403
act3_scene7_764302fa	bapat	You should move to the US if you want to marry a man, there will none of it here!	game/scripts/act3.rpy	405
act3_scene7_354dced6	donatello	...	game/scripts/act3.rpy	407
act3_scene7_ebe5f601	narration	You hear a couple of people clapping, cheering, and whistling.	game/scripts/act3.rpy	409
act3_scene7_5278569b	bapat	How can I work with you now that I know?	game/scripts/act3.rpy	411
act3_scene7_d3005436	bapat	I'm not going to be your girlfriend, you need to move to another office!	game/scripts/act3.rpy	413
act3_scene7_fd124300	thinking	Just look at him, excited by his own success.	game/scripts/act3.rpy	417
act3_scene7_e12f827e	thinking	Everyone has fifteen minutes of glory in life, or so I've heard, maybe this is Bapat's moment of fame.	game/scripts/act3.rpy	419
act3_scene7_48759def	bapat	Are we supposed to accept this indecency ?!	game/scripts/act3.rpy	421
act3_scene7_03e68113	giti	...	game/scripts/act3.rpy	423
act3_scene7_d8ce9f6f	thinking	Ok, time to step in.	game/scripts/act3.rpy	427
act3_scene7_959fa26d	narration	You push the door, and see Bapat standing, his face contorted with anger. Priyanka, and Manali are laughing nervously. Only Giti remains silent, still listening to Donatello, who seems to be holding his own.	game/scripts/act3.rpy	429
act3_scene7_578daef5		Did he say he wants you for a boyfriend, Bapat? {i}Who would?{/i}	game/scripts/act3.rpy	432
act3_scene7_d923cf81	bapat	He should offer his services elsewhere, Abhay, we can't sork like this!	game/scripts/act3.rpy	436
act3_scene7_21d12413	giti	That's enough.	game/scripts/act3.rpy	440
act3_scene7_3cec61e1	bapat	...!	game/scripts/act3.rpy	444
act3_scene7_8913f4a4	donatello	...!	game/scripts/act3.rpy	446
act3_scene7_95eec5ee	narration	Giti stands up, and takes Donatello’s hands in hers, and for a magic moment, everybody stops, and just watches.	game/scripts/act3.rpy	450
act3_scene7_c55db86a	giti	He is who he is, Bapat Sir, why can’t we just accept it?	game/scripts/act3.rpy	454
act3_scene7_c3bd5ec1	narration	Bapat sits back into his chair, and the laughter stops.	game/scripts/act3.rpy	456
act3_scene7_9f058a69	donatello	Thank you for understanding, Giti	game/scripts/act3.rpy	458
act3_scene7_a3b7ec0b	narration	He releases her hands as he leaves the room.	game/scripts/act3.rpy	460
act3_scene7_83787f02	thinking	Do I need to do something? And if yes, what?	game/scripts/act3.rpy	462
act3_scene8_40ba0bdb	narration	Giti’s magic moment didn’t last long.	game/scripts/act3.rpy	472
act3_scene8_4eb3d91c	narration	During the next days, you hear a lot of homophobic “jokes”, and notice that there has been no meeting of the Sales & Marketing Department where Bapat and Donatello are supposed to work together.{p} Every time you’ve walked past his office, or his seat at lunch, Donatello was alone, and staring off into the distance.	game/scripts/act3.rpy	474
act3_scene8_156ed59f	thinking	The situation festers.	game/scripts/act3.rpy	477
act3_scene9_ce88417f	narration	It’s your duty to preserve a safe and welcoming workspace for all your employees.	game/scripts/act3.rpy	490
act3_scene9_cc5d1872	narration	You need to keep the team together, and to make sure they can work without harassment because of their orientation, gender, religion, caste, or origin.	game/scripts/act3.rpy	492
act3_scene9_1d54c040	narration	Now that Donatello has come out in the open, it is your responsibility to protect him from the rampant homophobia you’ve seen for a few days.	game/scripts/act3.rpy	494
act3_scene9_6ccd1f6e	narration	Since everyone but Giti has been contributing to his lynching, you decide to give them all a warning.	game/scripts/act3.rpy	496
act3_scene10_2eeea022	narration	You assumed that giving them a warning would make them reconsider their actions and attitudes, and eventually stop harassing him, but instead the opposite happened.	game/scripts/act3.rpy	503
act3_scene10_2e8b9083	narration	You’ve just made it worse for Donatello since everyone now resents him for the warning they’ve got as well.	game/scripts/act3.rpy	505
act3_scene10_296cc114	narration	In the next few days, the harassment reaches a whole new level as people stop talking to him altogether, and leave the room when he comes in.	game/scripts/act3.rpy	507
act3_scene10_2b9c3da9	narration	There’s nothing you can do now, except to wait for the new CEO to step in, hoping that they can resolve the situation, and maybe even help Donatello.	game/scripts/act3.rpy	509
act3_scene11_e6c7ebf4	narration	You write to M. Rajkumar, You write to M. Rajkumar, the company’s Lawyer, and explain the situation to him so that he can give you his advice.{p} He answers a few hours later.	game/scripts/act3.rpy	516
act3_scene11_181e5f21	mail	rajkumarrajkumarltd@gmail.com To: abhay.chandrakant@cryptaloo.in Re: Homosexuality and Discrimination Respected M. Chandrakant, It will be very difficult to protect your employee since homosexual intercourse is still considered a criminal offence under the Indian Law, section 377 of the Indian Penal Code. Hence and hereby, he cannot be protected against discrimination where the fact discriminated hitherto would fall under penal Law, and Nemo auditur propriam turpitudinem allegans would apply so that his arguing on the basis of his homosexuality would ipso facto disqualify him from the protections the Law normally applies for discrimination. With my very best regards, M. Rajkumar	game/scripts/act3.rpy	519
act3_scene11_74282c3b	narration	After you’ve googled the sentences in Latin to decode this legal talk, you lay back into your chair.	game/scripts/act3.rpy	527
act3_scene11_b858d11f	thinking	{b}Ipso facto{/b} indeed.	game/scripts/act3.rpy	529
act3_scene11_6fe96a06	thinking	{b}Ipso facto{/b} there's nothing I can do.	game/scripts/act3.rpy	531
act3_scene11_5da9e49e	thinking	{b}Ipso facto{/b}, Donatello is harassed, and you I do nothing but watch.	game/scripts/act3.rpy	533
act3_scene11_e072d965	thinking	So much for the work atmosphere.	game/scripts/act3.rpy	535
act3_scene12_5724fae9	thinking	I can't spend my whole work day roaming in the office like a traffic cop, handing out warnings to everyone making jokes.	game/scripts/act3.rpy	543
act3_scene12_e37885a2	thinking	Furthermore, doing so will only just turn them all against Donatello.	game/scripts/act3.rpy	545
act3_scene12_b5cfdc08	thinking	After all, {i}he{/i}'s the one who's decided to come out of the closed, why did he need to do that?	game/scripts/act3.rpy	547
act3_scene12_585997e3	thinking	I could have scolded Bapat, and that would have been the end of it!	game/scripts/act3.rpy	549
act3_scene12_eaf756c9	thinking	Wasn't Donatello the first to harass Priyanka a few days ago?	game/scripts/act3.rpy	551
act3_scene12_0bd8f567	thinking	Wasn't he discriminating against Giti himself?	game/scripts/act3.rpy	553
act3_scene12_cc1a2678	thinking	Why is everyone wanting some special status in this company?	game/scripts/act3.rpy	555
act3_scene12_aa517c5c	thinking	Is this because there's no CEO yet? Well, they sure will sing a different kind of song when the CEO will come!	game/scripts/act3.rpy	557
act3_scene13_bfe95531	narration	Since you did nothing, the situation escalates quickly. Every day, you receive a new formal complaint from an employee, or another, telling you how Donatello leaned too close to them, or was looking at them suggestively.	game/scripts/act3.rpy	566
act3_scene13_a37db123	narration	Every day, you hear new cruel jokes made at his expense.	game/scripts/act3.rpy	568
act3_scene13_1cb1343b	narration	Eventually, he stops to speak to anyone, and stays on his own.	game/scripts/act3.rpy	570
act3_scene13_c57b3c2e	thinking	If only he could leave before the new CEO comes in...	game/scripts/act3.rpy	572
act3_scene13_261e247e	thinking	Chances are he wont.	game/scripts/act3.rpy	574
act3_scene13_008dc466	thinking	No matter, I'll explain everything, and all will be well.	game/scripts/act3.rpy	576
act3_scene14_e82575f5	thinking	The situation has gone beyond what lawyers and warnings could help with.	game/scripts/act3.rpy	584
act3_scene14_79edeb3a	thinking	What am I going to write in the warning ?	game/scripts/act3.rpy	586
act3_scene14_5edd4c82	thinking	"Don't be yourself"?	game/scripts/act3.rpy	588
act3_scene14_3e41ba3b	thinking	"Stop making bad jokes, it's cruel, and useless?"	game/scripts/act3.rpy	590
act3_scene14_d1e2c2bf	thinking	It doesn't work like this, I should talk to the other employees instead.	game/scripts/act3.rpy	592
act3_scene14_976dc020	thinking	But which one first?	game/scripts/act3.rpy	594
act3_scene15_382b1a13	bapat	Have you heard that, Abhay?	game/scripts/act3.rpy	614
act3_scene15_153ae780	bapat	The guy has the nerve to tell everyone!	game/scripts/act3.rpy	616
act3_scene15_fad2d2d5	bapat	Now, he must leave, there's nothing else we can do!	game/scripts/act3.rpy	618
act3_scene15_df3d0c2a		I see. {w=0.5}You would try to hide it if it were you, isn't it, Bapat?	game/scripts/act3.rpy	620
act3_scene15_a6f9516b	bapat	No need, I'm not gay!	game/scripts/act3.rpy	622
act3_scene15_c6a64517		But since that's how you would react yourself, you thought that his orientation would be a good tool to threaten him with.	game/scripts/act3.rpy	626
act3_scene15_f453dc2b	bapat	No, no, Abhay, it's not that at all!	game/scripts/act3.rpy	628
act3_scene15_2d760fc7	bapat	I was just telling him that I could remain silent about it, the best thing for everybody, honest, and that he should be more grateful to me.	game/scripts/act3.rpy	630
act3_scene15_e1238bf5		Graceful for {i}what{/i}? For disrespecting him?	game/scripts/act3.rpy	632
act3_scene15_45f7905c	bapat	Abhay, Abhay, stop getting on your high horses again!	game/scripts/act3.rpy	634
act3_scene15_c8afc116	bapat	I'm {i}protecting this company{/i}, it's against the Law, do you know that?	game/scripts/act3.rpy	636
act3_scene15_2850c488	bapat	And what if we become gay too?!	game/scripts/act3.rpy	638
act3_scene15_257ab31f	narration	You suppress a rising laugh.	game/scripts/act3.rpy	640
act3_scene15_7469cfd3		I must admit that I didn't think about that.	game/scripts/act3.rpy	642
act3_scene15_20e70d24	bapat	Ah! Ah!	game/scripts/act3.rpy	644
act3_scene15_e5a89071		Oh {i}come on{/i}, Bapat, I was joking.{w=0.5} It's not a disease, you can't catch it!	game/scripts/act3.rpy	646
act3_scene15_b0cd1f21	bapat	Who knows, Abhay!	game/scripts/act3.rpy	648
act3_scene15_357933d6	bapat	And now he's spreading propaganda too!	game/scripts/act3.rpy	650
act3_scene15_5fa5230d		He {i}expressed{/i} himself, Bapat, just you would if you ever had anything interesting to say.	game/scripts/act3.rpy	652
act3_scene15_3cec61e1	bapat	...!	game/scripts/act3.rpy	654
act3_scene15_83d5f769	narration	You sigh and dismiss him.	game/scripts/act3.rpy	656
act3_scene15_cbb21dbb	thinking	It's worthless. Nothing I can say will change his mind.	game/scripts/act3.rpy	660
act3_scene16_daba45da		Do you have a boyfriend, Manali?	game/scripts/act3.rpy	673
act3_scene16_e6b2e728	narration	She blushes.	game/scripts/act3.rpy	677
act3_scene16_62e2f5a6		Maybe there was someone you liked in high school, or college, isn't it?	game/scripts/act3.rpy	679
act3_scene16_5a58e841	manali	...!	game/scripts/act3.rpy	681
act3_scene16_9d373a0f		You know in high school when somebody laughs at you because you like someone special, for instance?	game/scripts/act3.rpy	685
act3_scene16_ee523262	manali	...	game/scripts/act3.rpy	687
act3_scene16_a0fd72b3	narration	She nods.	game/scripts/act3.rpy	689
act3_scene16_6fe12104		Well that's a little bit the same thing you're doing to Donatello right this moment, {w=0.25}only worse.	game/scripts/act3.rpy	691
act3_scene16_cc0e9bdc	manali	!	game/scripts/act3.rpy	693
act3_scene16_719eaf32	manali	Oh.	game/scripts/act3.rpy	695
act3_scene16_e55e7464		This is not a very mature behaviour, Manali.	game/scripts/act3.rpy	697
act3_scene16_87131e23		We are all in this together, trying to make this company successful, as well as a nice place to work.	game/scripts/act3.rpy	699
act3_scene16_3aad4bff		Do you think this is a nice place to work for Donatello now?	game/scripts/act3.rpy	701
act3_scene16_3199f08d	manali	No, Sir.	game/scripts/act3.rpy	703
act3_scene16_8ed8db29		And why not?	game/scripts/act3.rpy	705
